"section","category","title","summary","article_summary","date","date_iso","year","month","url","page"
"success-stories","Gender in forestry and agroforestry","Setting up Côte d'Ivoire’s cocoa sector for climate resilience","Cocoa producers in Côte d'Ivoire have faced increasing climate challenges, as cocoa crops are highly sensitive to weather changes. With support from FAO and the Green Climate Fund, they have adopted agroforestry practices, making the crops more resilient and boosting yields.","Moreover, it’s not only the quantity of cocoa that’s improved but also the quality and the environmental sustainability, which is good news because, as she says, “International buyers are attaching increasing importance to the sustainability of farming practices.” She began to see this change after she signed up to a project implemented by the Food and Agriculture Organization of the United Nations (FAO) and financed by the Green Climate Fund (GCF). The country’s main cocoa producing regions have already been affected by heavy rainfall and flooding, and fears of a declining cocoa supply have sent prices soaring to record highs, increasing by 136 percent between July 2022 and February 2024, with cocoa stock futures topping USD 10 000 for the first time. If I live a long life, I know that I’ll be happy thanks to the benefits of the trees I’m planting now.” She hopes to raise awareness of the challenges faced, especially by widowed cocoa producers in the same position as her, and encourage them to join the project “so that we can create fairer conditions for men and women farmers, guaranteeing a sustainable future for our families and our communities.” It’s not just about tackling deforestation and the impacts of climate change on the cocoa trees, but also working to help men and women farmers become more digitally savvy and make use of innovation to develop their leadership and business skills.","04/07/2024","2024-07-04","2024","7","https://www.fao.org/newsroom/story/setting-up-cote-divoires-cocoa-sector-for-climate-resilience/en","2"
"success-stories","Gender and livestock","Bridging the gender gap in animal health services","With a client base of around 500 farmers, Blessing Andrew is an active veterinary animal health worker in her community. In fact, she is the sole practicing woman veterinary paraprofessional (VPP) in Sanga, in Nigeria’s southern Kaduna State.","Through an FAO-supported training, Blessing Andrew, the sole practicing woman veterinary paraprofessional in Sanga in Nigeria’s southern Kaduna State, realized that she could be a vital resource to the many women farmers who need access to animal health care. Through her training, Blessing realized that she could be a crucial resource to the many women farmers, in particular, who needed the support of animal health professionals. By carefully developing gender-responsive models for training VPPs, FAO is supporting women farmers’ access to quality veterinary services, measures which are essential for boosting livestock productivity, supporting household expenses and improving family nutrition.","03/06/2024","2024-06-03","2024","6","https://www.fao.org/newsroom/story/bridging-the-gender-gap-in-animal-health-services/en","3"
"success-stories","Gender and food security and nutrition","Better life: Farming cooperatives promote gender equality in Nepal","By 2050, the world’s population is projected to reach 10 billion, with regions like Asia experiencing the highest growth rates. This is expected to pose a significant challenge to food security and nutrition. It is thus important to focus on enhancing the capacities of smallholder farmers, primar...","With this in mind, the Food and Agriculture Organization of the United Nations (FAO), in collaboration with the Government of Nepal has been instrumental in putting in place gender equality and empowerment initiatives through local cooperatives, like the Rajdevi Agriculture Cooperative from Lahan in Madhesh Province. The Technical Support for Sustainable Agricultural Mechanization of Smallholder Farms for Enhancing Agricultural Productivity and Production and Reducing Drudgery of Women and Young Farmers and the United Nations Joint Programme on Accelerating Progress Towards the Economic Empowerment of Rural Women (JP RWEE), implemented in Madhesh province have supported women towards in achieving greater economic and professional autonomy. To reduce gender disparities, FAO Nepal works with all levels of government to develop policies and build capacities that promote gender equality and women's empowerment, which contributes towards eradicating hunger, food insecurity, and malnutrition.","22/05/2024","2024-05-22","2024","5","https://www.fao.org/news/countries-good-practices/article/en/c/1682798/","3"
"success-stories","Gender equality and women's empowerment","Healthy lifestyles and entrepreneurial minds in Sri Lanka","Students at the Senkadagala school for children with disabilities begin their scheduled lessons after working in the school garden. The Senkadagala school is one of 400 in Sri Lanka where FAO has implemented the Entrepreneurial School Garden programme.","Entrepreneurial School Gardens promote healthy eating, modern agricultural practices and career opportunities Students at the Senkadagala school for children with disabilities begin their scheduled lessons after working in the school garden. The Senkadagala school is one of 400 in Sri Lanka where FAO has implemented the Entrepreneurial School Garden programme. ©FAO Before the school bell rings announcing the start of lessons at the Senkadagala School in Kandy, central Sri Lanka, its students have already begun their lessons in their school garden.","24/04/2024","2024-04-24","2024","4","https://www.fao.org/gender/success-stories/success-stories-detail/healthy-lifestyles-and-entrepreneurial-minds-in-sri-lanka/en","3"
"success-stories","Gender equality and women's empowerment","Hands that heal our soils","Skills from the Soil Doctors Programme are helping champion farmers to assist other farmers in practicing sustainable soil management.","FAO’s Global Soil Doctors Programme teaches remedies to revitalize soils and agricultural production Skills from the Soil Doctors Programme are helping champion farmers to assist other farmers in practicing sustainable soil management. To address these issues at their roots, the Global Soil Doctors Programme , implemented by the Food and Agriculture Organization of the United Nations (FAO), is creating a legion of “soil doctors”, educated and trained to support farmers on sustainable soil management. Here are four countries where FAO-trained soil doctors are healing farms and bettering soil management practices:","24/04/2024","2024-04-24","2024","4","https://www.fao.org/gender/success-stories/success-stories-detail/hands-that-heal-our-soils/en","3"
"success-stories","Gender statistics and sex-disaggregated data","Yielding the power of numbers to fight hunger, one statistician at a time","Combining theory and practice, the Global Strategy to Improve Agricultural and Rural Statistics, led by FAO, is offering scholarships to train the next generation of agricultural statisticians.","Investing in young African women and men to improve countries’ agricultural data Combining theory and practice, the Global Strategy to Improve Agricultural and Rural Statistics, led by FAO, is offering scholarships to train the next generation of agricultural statisticians. ©FAO/Hug Tiadji When thinking of the work of statisticians, the image of croplands and farm fields probably does not come to mind, but in fact, agricultural statistics are vital to understanding and addressing the on-the-ground realities of food insecurity, and more professionals are needed in this field to improve the world's food productivity, sustainable production and to end hunger. Amid the lush savannahs of Côte d'Ivoire, Désirée Christelle and Deborah Conan arrive in the Dabou region, specifically in the village of Konou, as part of a master’s programme in agricultural statistics under the Global Strategy to Improve Agricultural and Rural Statistics (GSARS) programme .","13/03/2024","2024-03-13","2024","3","https://www.fao.org/gender/success-stories/success-stories-detail/yielding-the-power-of-numbers-to-fight-hunger--one-statistician-at-a-time/en","3"
"success-stories","Gender and emergencies and resilience building","Women-led cooperatives foster resilience amidst adversity in Türkiye","As a member of the Samandağ women’s cooperative, Çiğdem Kudret produces a range of local specialties to sell at local markets and online. Cooperatives in Türkiye, supported by FAO, are promoting women’s entrepreneurship and economic self-sufficiency.","Cooperatives provide women a path for economic independence and rebuilding lives after the earthquake As a member of the Samandağ women’s cooperative, Çiğdem Kudret produces a range of local specialties to sell at local markets and online. ©FAO/Bradley Secker In 2019, Çiğdem Kudret realized for the first time that skills she had — making jams, pickles, spice mixes and tomato paste— could be monetized. This revelation came about because of a class she took at the local Samandağ Women’s Cooperative, and it ignited a passion in her for entrepreneurship and economic self-sufficiency.","06/03/2024","2024-03-06","2024","3","https://www.fao.org/gender/success-stories/success-stories-detail/women-led-cooperatives-foster-resilience-amidst-adversity-in-türkiye/en","3"
"success-stories","Gender and inclusive food systems and value chains","Cultivating inclusive change for women in agriculture","Agrifood systems are a major employer of women globally and constitute ...","How SCALA is strengthening gender-responsive climate action from local practices to national frameworks ©©FAO/Katumba Badru Agrifood systems are a major employer of women globally and constitute a more important source of livelihood for women than for men in many countries, according to FAO’s The Status of Women in Agrifood System Report . The good news is that women’s roles and contribution in the agrifood sector are increasingly reflected in climate plans too – around two-thirds of countries’ nationally determined contributions (NDCs) prioritize gender equality and social inclusion for effective agrifood systems adaptation. Reversing this trend will require mainstreaming gender and social inclusion in a way that considers women’s roles, wages, higher burdens – such as unpaid care – limited opportunities in education and employment, as well as restricted land rights and ownership.","05/03/2024","2024-03-05","2024","3","https://www.fao.org/gender/success-stories/success-stories-detail/cultivating-inclusive-change-for-women-in-agriculture/en","3"
"success-stories","Gender-based violence and protection from sexual exploitation and abuse","FAO tackles gender issues in rural communities with pioneering pilot projects","Long-standing negative social norms can perpetuate Violence Against Women and Girls (VAWG) as certain harmful practices can result in the prevalence of gender-based violence (GBV). Early marriage and economic violence are two forms of GBV that are very common in rural farming communities in Sy...","©FAO/Bayan Ksiebi Long-standing negative social norms can perpetuate Violence Against Women and Girls (VAWG) as certain harmful practices can result in the prevalence of gender-based violence (GBV). In response, FAO is implementing two pilot projects to promote the prevention of Violence Against Women and Girls in Homs and Rural Damascus governorates. The pilots target a total of 3 000 individuals in 31 villages across both governorates and are a push towards achieving long-term social and economic empowerment, greater gender equality in rights and responsibilities, and greater agency and autonomy for women and girls.","22/02/2024","2024-02-22","2024","2","https://www.fao.org/gender/success-stories/success-stories-detail/fao-tackles-gender-issues-in-rural-communities-with-pioneering-pilot-projects/en","3"
"success-stories","Gender and food security and nutrition","Not a person but a porridge, Tom Brown fights malnutrition and boosts incomes in Nigeria","FAO trained internally displaced women in northeast Nigeria to process and promote Tom Brown, a highly nutritious powder used for porridge. The powder is made from locally sourced ingredients such as fish, millet, soybeans and groundnuts.","A porridge created from local ingredients provides nutrition and profits to crisis-affected women FAO trained internally displaced women in northeast Nigeria to process and promote Tom Brown, a highly nutritious powder used for porridge. Not a person but a porridge, Tom Brown is more precisely a traditional Nigerian food supplement produced from a blend of nutritious, local ingredients. Also known locally as Garin Kunu, the origin of the name Tom Brown is believed to come from the fact that the product is supposed to “turn brown” during preparation.","21/02/2024","2024-02-21","2024","2","https://www.fao.org/gender/success-stories/success-stories-detail/not-a-person-but-a-porridge--tom-brown-fights-malnutrition-and-boosts-incomes-in-nigeria/en","3"
"success-stories","Gender and innovative and labour-saving technologies","From conflict to bumper harvests: one couple's journey through the Gender Action Learning System","Soon after sunrise in Rwanda’s Ngoma District, Vestine and Jean-Claude walk from their home to their garden, holding hoes in their hands. The married couple work efficiently – and happily – side-by-side, tending to their beans and maize crops. It's a renewed partnership and a product of the Joint Programme on Rural Women's Economic Empowerment (JP RWEE) programme approach.","When asked about the past, Vestine recalls a disrupted domestic life ""characterized by conflict, poverty and lack of confidence in my personal decisions,"" which caused the couple to separate temporarily. The Gender Action Learning System (GALS), a key methodology used by the JP RWEE, enables women and men to critically reflect on their relationships and household gender dynamics and jointly plan livelihood strategies. As part of the wider JP RWEE programme activities, Vestine enrolled in trainings on agricultural productivity held in the Terimberesake cooperative where the JP RWEE also provided solar-powered irrigation equipment.","21/02/2024","2024-02-21","2024","2","https://www.fao.org/gender/success-stories/success-stories-detail/from-conflict-to-bumper-harvests--one-couple's-journey-through-the-gender-action-learning-system/en","3"
"success-stories","Gender and innovative and labour-saving technologies","Scientist and entrepreneur, one Mongolian woman transforms bee venom into innovative products","With a lifelong drive toward philanthropy and an academic background in economics, Solongo Ganbold found her way to microbiology later in life, as she helped her mother on her PHD research. It was honeybee venom (apitoxin) that captured her interest for its potential in treating patients with ...","Women’s empowerment fuels innovation Honeybee venom and its potential for treating illnesses captured the interest of Solongo Ganbold. ©FAO With a lifelong drive toward philanthropy and an academic background in economics, Solongo Ganbold found her way to microbiology later in life, as she helped her mother on her PHD research. Her pivotal moment came when she won second place in the “Agripreneurship Challenge” , a competition designed to foster innovation and entrepreneurship in the agrifood sector and identify promising start-ups with potential solutions for the sector’s challenges.","08/02/2024","2024-02-08","2024","2","https://www.fao.org/gender/success-stories/success-stories-detail/scientist-and-entrepreneur--one-mongolian-woman-transforms-bee-venom-into-innovative-products/en","3"
"success-stories","Gender and innovative and labour-saving technologies","Uzbek village becomes digital","Shaodatkhon Oripova is participating in the FAO Smart Farming for the Future Generations project and the Digital Villages Initiative that aims to transform at least 1 000 villages around the world into digital hubs.","Digital Villages Initiative transforms farming in greenhouses for better livelihoods Shaodatkhon Oripova is participating in the FAO Smart Farming for the Future Generations project and the Digital Villages Initiative that aims to transform at least 1 000 villages around the world into digital hubs. It’s now alive with digital sensors connected to the internet, through which the 62-year-old farmer can control the temperature, humidity, light and soil moisture. “In the past,” she said, “a lot of my earnings would disappear into paying for utility bills and buying fertilizers,” says the mother of three, whose farm produces herbs, tomatoes, lemons, corn and clover.","10/01/2024","2024-01-10","2024","1","https://www.fao.org/gender/success-stories/success-stories-detail/uzbek-village-becomes-digital/en","3"
"success-stories","Gender equality and women's empowerment","Crafting a new livelihood in Afghanistan","Fatema took advantage of an FAO project that taught her to weave the wire mesh holding together the stones that protect her ancient village from flash floods and soil erosion.","Wire weaving leads one Afghan woman to improve her family's economic situation Fatema took advantage of an FAO project that taught her to weave the wire mesh holding together the stones that protect her ancient village from flash floods and soil erosion. These days, in order to make a living, Fatema spends her days weaving the wire mesh holding together the gabions, or cubic blocks of stones used to shore up the banks of the river, to protect the ancient village from flash floods and soil erosion. It complements ongoing FAO programmes, funded by the Asian Development Bank and other resource partners, which combine immediate lifesaving and livelihood-protecting assistance with activities geared toward longer-term recovery and resilience-building.","02/01/2024","2024-01-02","2024","1","https://www.fao.org/gender/success-stories/success-stories-detail/crafting-a-new-livelihood-in-afghanistan/en","3"
"success-stories","Gender in fisheries and aquaculture","Salt worker, caretaker and fisherwoman","On a largely barren piece of land in Puttalam, Susila Kanthi’s house borders an extensive salt production factory on one side and vast lagoon on the other. Every Saturday evening, Kanthi gathers her net and oar and sets out to fish on the Puttalam lagoon. She returns home only the next morning...","When doing it all isn’t enough, FAO cash transfers offer a lifeline to families in Sri Lanka Susila Kanthi is one of the few active fisherwomen working in one of Sri Lanka’s biggest fishing districts. In the fishing trade for nearly 27 years, Kanthi, now 57 years old, is still one of the few active fisherwomen working in one of Sri Lanka’s biggest fishing districts. “I used to go fishing when my husband was alive and was trained by him, so I continued the trade.” When her husband passed away five years ago, Kanthi became the main breadwinner of her family, supporting her bedridden mother, daughter, granddaughter, grandson and son-in-law, who is also a fisherman but whose income alone can’t sustain the family.","21/12/2023","2023-12-21","2023","12","https://www.fao.org/gender/success-stories/success-stories-detail/salt-worker--caretaker-and-fisherwoman/en","3"
"success-stories","Gender and decent rural employment and child labour","Plugging the livelihood gap and creating alternatives to migration in rural Nepal","It was 2022, and Bipana Bishwakarma’s husband, Bishal, had recently lost his job working in an aluminium factory in Malaysia during the COVID-19 pandemic. While he looked for work, first returning to their village and then going back to Malaysia, Bipana started contemplating ways that she too ...","How FAO agribusiness training is offering new opportunities in rural communities Nearly 3.7 million Nepalis work abroad. When Bipana heard about the training in pig rearing organized by the Food and Agriculture Organization of the United Nations (FAO) in a nearby town, something caught her imagination, even though she had never worked with pigs before. The aim of the FAO project is to help women and youth in these rural areas start their own agribusinesses by providing them training in farming and entrepreneurial skills and facilitating access to markets and finance.","18/12/2023","2023-12-18","2023","12","https://www.fao.org/gender/success-stories/success-stories-detail/plugging-the-livelihood-gap-and-creating-alternatives-to-migration-in-rural-nepal/en","3"
"success-stories","Gender-based violence and protection from sexual exploitation and abuse","Speaking up and out about gender-based violence","All over the world, women encounter many forms of gender-based violence. Early marriage is one of these forms, taking away a girl’s opportunity for education and gaining skills to be independent.","Towards ending gender-based violence and early marriages in Senegal and sub-Saharan Africa All over the world, women encounter many forms of gender-based violence. ©FAO/ Andrea Sanchez Enciso When asked about what constitutes gender-based violence, women participating in Dimitra Clubs in Niger shared that they feel the violence in many forms. Physical and sexual abuse are obvious manifestations, but women also felt that pervasive social norms, such as not being able to remarry after being widowed, not being involved in households’ financial decisions and not being allowed to participate in certain community activities, made them feel like lesser members or outcasts of their communities.","04/12/2023","2023-12-04","2023","12","https://www.fao.org/gender/success-stories/success-stories-detail/speaking-up-and-out-about-gender-based-violence/en","3"
"success-stories","Gender equality and women's empowerment","Better life: In Colombia's Orinoquía, women are leading the way to bring about inclusive rural transformation","Members of the Meta Food Supply Network (La Red Meta) – Felicita Valderrama, Sergio León, Lilia Vásquez, and Graciela Rojas – showcase their locally sourced products at a bustling market. La Red Meta's efforts have not only empowered women and youth in the region but have also significantly elevated the overall quality of life for farming families.","Members of the Meta Food Supply Network (La Red Meta) – Felicita Valderrama, Sergio León, Lilia Vásquez, and Graciela Rojas – showcase their locally sourced products at a bustling market. La Red Meta's efforts have not only empowered women and youth in the region but have also significantly elevated the overall quality of life for farming families. Furthermore, the food system's dynamics are flawed: most of the produce isn't consumed locally but is instead sent to different regions of Colombia through a complex network of middlemen.","21/11/2023","2023-11-21","2023","11","https://www.fao.org/gender/success-stories/success-stories-detail/better-life--in-colombia's-orinoquía--women-are-leading-the-way-to-bring-about-inclusive-rural-transformation/en","3"
"success-stories","Gender-based violence and protection from sexual exploitation and abuse","Raising rural women’s voices in Sierra Leone","Fatmata Binta Jalloh grew up in Makeni, the largest city in the northern province of Sierra Leone. Her mom was a nurse who used to go to rural villages to treat women. “She often told me about women who were victims of gender-based violence but who depended on their husbands to feed them...","FAO and NGO Solidaridad West Africa launched a capacity development programme for rural women in Sierra Leone to help them access decent employment in agriculture and make responsible investments as entrepreneurs. “She often told me about women who were victims of gender-based violence but who depended on their husbands to feed themselves and their children,” she recalls, adding “Sadly, this is still happening today.” “Most of the issues affecting women are because they are not financially independent; so they have to rely on abusive husbands or family members,” explains Fatmata. “They [rural women] deserve equal opportunities, but society makes it very difficult.” Today, through her work as a gender and youth expert in Sierra Leone’s Ministry of Agriculture and Food Security, she helps rural women access technical training, inputs or other opportunities to make the most of their agricultural activities.","12/10/2023","2023-10-12","2023","10","https://www.fao.org/newsroom/story/Raising-rural-women-s-voices-in-Sierra-Leone/en","3"
"success-stories","Gender equality and women's empowerment","The hands behind a cup of coffee in Panama","Coffee has long been an important source of income for many Indigenous Peoples in Panama. But, in recent years, these communities have struggled to maintain their traditional methods of production.","With the advent of an innovative project called “Support for post-COVID economic recovery for Indigenous coffee producers,” this is hopefully a scenario of the past for the coffee farmers in the Ngäbe, Guna, Emberá and Wounaan Indigenous Peoples’ communities participating in the project. More than 150 Indigenous coffee farmers from four communities completed a season-long, FAO Farmers Field Schools’ training in sustainable agroecological practices that enhance resilience to climate change and improve the quantity and quality of production while being aligned with and building upon Indigenous Peoples’ traditional knowledge and cultural practices. ©FAO/Cecilia Calatrava More than just coffee For Elizabeth and other coffee farmers in Panama, the project is not just about making good coffee, it is about building a better future for their families and communities.","02/10/2023","2023-10-02","2023","10","https://www.fao.org/newsroom/story/The-hands-behind-a-cup-of-coffee-in-Panama/en","3"
"success-stories","Gender equality and women's empowerment","Rural women in Rwanda use solar-powered irrigation for better production with UN agencies' support","UN partners visit Rural Women’s Economic Empowerment (RWEE) project sites","UN partners visit Rural Women’s Economic Empowerment (RWEE) project sites According to Therese Kansayisa, one of the farmers participating in the Joint Programme on Accelerating Progress towards Rural Women’s Economic Empowerment (JP RWEE) in Rwanda’s Ngoma district, yields per hectare have increased from 30 to 70 percent and child malnutrition has decreased thanks to the project’s activities. The programme is jointly implemented by the three Rome-based UN agencies (RBAs): the Food and Agriculture Organization (FAO), the International Fund for Agriculture Development (IFAD) and the World Food Programme (WFP) plus UN Women, and is delivered in partnership with Rwanda’s Ministry of Gender and Family Promotion, the Rwanda Agriculture and Animal Resources Development Board, and other local organizations such as the Rwanda Rural Rehabilitation Initiative. Building on each agency’s comparative advantage and strengths to improve the status of women in rural areas, JP RWEE uses an holistic approach to women’s economic empowerment, working towards four interrelated outcomes: improved food and nutrition security; increased income to sustain livelihoods; enhanced participation in decision-making; and a more gender-responsive policy environment for rural women in agriculture.","02/10/2023","2023-10-02","2023","10","https://www.fao.org/africa/news-stories/news-detail/Rural-women-in-Rwanda-use-solar-powered-irrigation-for-better-production-with-UN-agencies%27-support/en","3"
"success-stories","Gender equality and women's empowerment","Catfish: a big business for a big nation","ISH4ACP is helping Nigeria to make its catfish sector more resilient and efficient in providing affordable food to Africa’s most populous nation.","©FAO/Giulio Napolitano “Fish farming is my mother’s business,” says Nurudeen Quadri, a 38-year-old fish farmer from Ijebu-Ode in southwest Nigeria as he enters Eriwe farm village. If all those things are ready, the business will go.” FISH4ACP , a global fish value chain development programme in partnership between FAO, the EU, BMZ and the OACPS, is helping Nigeria to make its catfish sector stronger. “Catfish is a good business,” says Abubakar Usman, an FAO expert in Nigeria’s catfish sector and lead for the FISH4ACP programme in the country.","21/09/2023","2023-09-21","2023","9","https://www.fao.org/newsroom/story/Catfish-a-big-business-for-a-big-nation/en","4"
"success-stories","Gender and livestock","Anticipatory action... in action in Viet Nam","At first, there didn't seem to be much reason for concern. By the end of it, the trail of destruction had left few homes, crops and livestock unscathed.","Without the anticipatory action that FAO helped roll out in Viet Nam before Typhoon Noru, the loss of livestock, essential possessions, and even lives, could have been much worse. As Hoang Thi Thuan, a 59-year-old from the Quang Tri province who fell victim to the typhoon's wrath, later put it: “I had a means of ensuring we were not only safe, but we could eat and buy some extras.” Typhoon Noru unfolds The European Centre for Medium-Range Weather Forecasts (ECMWF) first issued alerts of a possible tropical storm on 22 September, six days before expected landfall on Viet Nam's Quang Binh province. FAO hopes that the success of the preventative measures ahead of disasters like Typhoon Noru will help promote a shift in policy and a full integration of anticipatory action into the national disaster management plans of Viet Nam and other countries worldwide.","14/09/2023","2023-09-14","2023","9","https://www.fao.org/newsroom/story/Anticipatory-action-in-action-in-Viet-Nam/en","4"
"success-stories","Gender and land and water","Water-smart greenhouses in Uzbekistan","New “smart” farming techniques and technologies, like drip irrigation and pest traps, are helping farmers in Uzbekistan revolutionize their greenhouses, save water and increase their crop yields and incomes.","New “smart” farming techniques and technologies, like drip irrigation and pest traps, are helping farmers in Uzbekistan revolutionize their greenhouses, save water and increase their crop yields and incomes. The project introduced simple innovations in water management, pest control and greenhouse improvements, such as the use of a plastic shade net, instead of the traditional clay cover, on top of the greenhouse to keep it from overheating. The FAO project helped farmers install a water tank and drip irrigation system that saves water, as well as farmers’ time and effort.","06/09/2023","2023-09-06","2023","9","https://www.fao.org/newsroom/story/Water-smart-greenhouses-in-Uzbekistan/en","4"
"success-stories","Gender and innovative and labour-saving technologies","Fish smoking ovens help internally displaced fish processors in Cameroon start again","Fadmee and fellow fish processors are using a new type of oven and better techniques for smoking fish as part of an FAO project to improve food and income security after years of conflict in the Far North region of Cameroon.","Fadmee and fellow fish processors are using a new type of oven and better techniques for smoking fish as part of an FAO project to improve food and income security after years of conflict in the Far North region of Cameroon. Supporting the reintegration and economic recovery of Internally Displaced Persons (IDPs), the Food and Agriculture Organization of the United Nations (FAO) provided 18 Chorkor fish smoking ovens and capacity training in sustainable fish smoking methods to fishers in several villages of Logone-Birni. ""Today, I manage to smoke fish up to four times a week, and my profits help me meet my family's needs."" Fadmee continues, ""I plan to increase my smoking production and build another Chorkor oven.” As part of this project, FAO also distributed fishing inputs to 127 households, a total of nearly 900 people.","14/08/2023","2023-08-14","2023","8","https://www.fao.org/newsroom/story/Fish-smoking-ovens-help-internally-displaced-fish-processors-in-Cameroon-start-again/en","4"
"success-stories","Gender and innovative and labour-saving technologies","Innovative grass charcoal fuels opportunity in Ghana","Ghanaian women turn to a revolutionary way of producing charcoal using harvested savannah grasses.","©MITDS From grass to charcoal Whereas traditional charcoal is produced with biomass harvested from trees, the grass briquettes use harvested grass and a binding agent to create small bricks of charcoal. ""It [the grass charcoal] burns slower, and since we women like our food to simmer when cooking, grass charcoal is the right charcoal for us,"" says Biirbarimah Inuur. An enabling environment for grass charcoal Currently, grass charcoal production, at GHS 100 (USD 10) per 100 kilograms, is about twice as expensive as wood charcoal, mainly owing to the additional components required, such as a binding agent.","10/08/2023","2023-08-10","2023","8","https://www.fao.org/newsroom/story/Innovative-grass-charcoal-fuels-opportunity-in-Ghana/en","4"
"success-stories","Gender and investment in sustainable agrifood systems","Rural women in Haiti invest in themselves","In rural Mapou, agriculture and livestock are the main sources of income for its inhabitants, but due to the lack of road infrastructure and other basic facilities, the community faces significant challenges in ensuring their food and nutrition security.","From these simple facts, it is not hard to see why the 42-year-old single mother was one of the 1 200 women to participate in an initiative of the Food and Agriculture Organization of the United Nations (FAO) — “Support to the Haitian government for the socio-economic empowerment of rural women”— implemented in the communes of Thiotte and Belle-Anse, which includes Mapou. Before that we were forced to take loans that were difficult to repay."" In total, the initiative created 16 savings and credit groups for women, for which FAO also provided an expert to support the groups and equipment such as calculators, savings books and safes to keep the associations’ cash. She used to travel to the capital, Port-au-Prince, to get supplies, but now prefers to give money to drivers to buy what she needs because, she says, ""I was assaulted several times while going to buy goods."" A role model for many women in her community and beyond, she still is very attached to her roots in Mapou and would rather live there than anywhere else.","10/07/2023","2023-07-10","2023","7","https://www.fao.org/newsroom/story/Rural-women-in-Haiti-invest-in-themselves/en","4"
"success-stories","Gender and land and water","Resilience through innovation in Haiti","Simple and affordable water management and cropping techniques help farmers adapt to natural disasters and a changing climate.","In Haiti, SAGA has been working with partners on the ground including the Centre for International Studies and Cooperation ( Centre d’étude et de cooperation international - CECI) to help farmers adapt to climate change, extreme weather events and market fluctuations. Tilus describes, “Through the SAGA project, we learned several techniques during our training sessions, including effective water management to avoid [water] waste.” “We also learned how to prepare the ground. We will continue to share this knowledge in all the farmer field schools of our community to help better manage market gardens and produce vegetables for sale but also for family food.” The use of new techniques and cropping calendars are helping farming communities adapt to climate change while stabilizing income from farming.","22/06/2023","2023-06-22","2023","6","https://www.fao.org/newsroom/story/Resilience-through-innovation-in-Haiti/en","4"
"success-stories","Gender and emergencies and resilience building","Inclusion through agriculture for refugees in Uganda","Refugees have long said that relying on emergency assistance is not a long-term solution. They wish to become self-reliant and simply need the tools and skills to do so.","In that light, the Food and Agriculture Organization of the United Nations (FAO) invests in self-reliance for the benefit of everyone – from the country and communities that host refugees, who are often themselves food insecure, to the refugees, who can build skills to support their livelihoods in their place of displacement or back home, should it become safe to return there. Through the project, Betty joined an FAO-implemented Farmer Field School where, by working on an experimental garden side-by-side with other refugees and Ugandans, she learned effective agricultural techniques, including vertical gardening, to maximize the space in her plot. Meanwhile, the project is also helping to improve the relationship between the groups, specifically by including host communities in all of the project activities and creating mixed Farmer Field School groups of Ugandans and refugees so that they can learn new skills from each other and collaborate towards a common goal.","19/06/2023","2023-06-19","2023","6","https://www.fao.org/newsroom/story/Inclusion-through-agriculture-for-refugees-in-Uganda/en","4"
"success-stories","Gender and land and water","Her land, her rights: How land ownership can transform the lives of women - and hold back desertification - in Niger","Women are key to the health of the land, yet they often face significant barriers in securing land rights, limiting their ability to prosper and protect the land.","Women are key to the health of the land, yet they often face significant barriers in securing land rights, limiting their ability to prosper and protect the land.","16/06/2023","2023-06-16","2023","6","https://www.ifad.org/en/w/rural-voices/how-land-ownership-can-transform-the-lives-of-women-and-hold-back-desertification-in-niger","4"
"success-stories","Gender and inclusive food systems and value chains","Transforming agrifood systems: when women succeed, we’re all in business","The first edition of an accelerator programme for women-led SMEs aims to empower female entrepreneurs to use agrifood systems to reduce poverty and achieve Zero Hunger.","mail live_help The first edition of an accelerator programme for women-led SMEs aims to empower female entrepreneurs to use agrifood systems to reduce poverty and achieve Zero Hunger While small and medium enterprises (SMEs) in the food and agriculture sectors play an outsized role in guaranteeing food security, particularly for the poorest and most vulnerable consumers, they are more likely to encounter difficulties in accessing finance to grow and run their businesses. On June 8, the Food and Agriculture Organization of the United Nations and the International Agri -food Network (IAFN) celebrated the achievements of 45 women agrifood entrepreneurs from sub-Saharan Africa and recognized their successful completion of the inaugural edition of the Accelerator Mentorship Programme for Women-led Small and Medium Enterprises (SMEs) . Reflecting on her experience as a mentor, Jelica Kujundzic (CAFI - Commodity and Freight Integrators DMCC), described mentorship as “the transformative power of knowledge and an opportunity to shape lives and leave a legacy.” Kantha Shelke (Corvus Blue LLC / Johns Hopkins University), spoke of how her experience with the programme had inspired her to draw on her business connections to create a foundation which would allow more established agrifood businesses to share their physical and intellectual assets with those who were just starting out in the same sector.","13/06/2023","2023-06-13","2023","6","https://www.fao.org/connect-private-sector/stories/detail/en/c/1641876/","4"
"success-stories","Gender and emergencies and resilience building","Resilience above all else in Peru","The Food and Agriculture Organization of the United Nations (FAO) and the Canadian government supported 43 Indigenous Peoples communities of the Peruvian Amazon to revitalize fishing and farming initiatives and restore food and nutrition sources.","As the health situation improved at the end of 2021, the Food and Agriculture Organization of the United Nations (FAO) with the support of the Government of Canada conducted rapid food and local market’s assessments to strengthen rural and agricultural community-based organizations. ©FAO Women spearheading resilience Rosa recognizes that empowering women is key to ensuring a better future for her children and the community. Together with other women from her community, Rosa received weekly FAO training not only on better aquaculture techniques but also on leadership, women’s rights and human rights.","01/06/2023","2023-06-01","2023","6","https://www.fao.org/newsroom/story/Resilience-above-all-else-in-Peru/en","4"
