"section","category","title","summary","date","date_iso","year","month","url","page"
"news","Equality & Empowerment","Joint Statement of the UN in Mongolia on the occasion of International Women’s Day","As the country responds to and recovers from the devastating effects of the pandemic, we are offered a valuable opportunity to bring about gender equality, especially for women’s leadership.","08/03/2021","2021-03-08","2021","3","https://www.fao.org/gender/news/news-detail/Joint-Statement-of-the-UN-in-Mongolia-on-the-occasion-of-International-Women-s-Day/en","4"
"news","Equality & Empowerment","International Women’s Day | Fishing for gender equality in a COVID-19 world","Women are often underrepresented in official statistics, potentially undermining their access to social protection programmes or resulting in their marginalization in decision-making processes (SOMFI 2020).","08/03/2021","2021-03-08","2021","3","https://www.fao.org/gender/news/news-detail/International-Women-s-Day-Fishing-for-gender-equality-in-a-COVID-19-world/en","4"
"news","Equality & Empowerment","Honoring Indigenous Women as Change-makers in Indigenous Peoples' Food Systems","Indigenous women are at the forefront of advocating for their communities around the globe.","08/03/2021","2021-03-08","2021","3","https://www.fao.org/gender/news/news-detail/Honoring-Indigenous-Women-as-Change-makers-in-Indigenous-Peoples'-Food-Systems/en","4"
"news","Equality & Empowerment","GLF celebrates 16 women leading Earth’s restoration as the world enters last decade for climate action","“Those closest to the pain can speak toward the solutions that we need with the greatest clarity,” she said at a recent GLF Live session.","08/03/2021","2021-03-08","2021","3","https://www.fao.org/gender/news/news-detail/GLF-celebrates-16-women-leading-Earth-s-restoration-as-the-world-enters-last-decade-for-climate-action/en","4"
"news","Equality & Empowerment","Empowering women and girls is crucial to ensure sustainable food security in the aftermath of COVID-19, say UN food agency heads ahead of International Women's Day","FAO-IFAD-WFP event to focus on women's leadership in efforts to build back better from the pandemic","06/03/2021","2021-03-06","2021","3","https://www.wfp.org/news/empowering-women-and-girls-crucial-ensure-sustainable-food-security-aftermath-covid-19-say-un","5"
"news","Equality & Empowerment","Celebrating women’s achievements","“On the eve of the International Women’s Day, I call for solidarity in standing for women’s rights and opportunities.""","05/03/2021","2021-03-05","2021","3","https://www.fao.org/gender/news/news-detail/Celebrating-women-s-achievements/en","5"
"news","Equality & Empowerment","Tapping into Community Engagement for Empowerment","The virtual series of webinars has the main goal of reviewing the achievements, potential and challenges of community engagement for empowerment in development and humanitarian interventions and strategies.","03/03/2021","2021-03-03","2021","3","https://www.fao.org/flexible-multipartner-mechanism/news/news-detail/en/c/1378190/","5"
"news","Equality & Empowerment","Milan Fashion Week: Rural mountain women collaborate with top Italian designer","The women of Topchu retain ownership of their designs and will be able to reproduce the fashion items and sell them directly, benefiting from the increased international exposure.","28/02/2021","2021-02-28","2021","2","https://www.fao.org/forestry/newsroom/news-detail/milan-fashion-week--rural-mountain-women-collaborate-with-top-italian-designer/en","5"
"news","Equality & Empowerment","Meet 7 inspiring women working in environmental science","On this International Day of Women and Girls in Science, the Global Environment Facility is highlighting seven women scientists from across our partnership who play essential roles in addressing our planet’s most pressing environmental challenges.","19/02/2021","2021-02-19","2021","2","https://www.fao.org/in-action/boosting-transparency-forest-data/news-and-events/news/detail/Meet-7-inspiring-women-working-in-environmental-science/en","5"
"news","Equality & Empowerment","Women in Fisheries as Agents of Change to Reduce FLW","Women in fisheries need to be seen and acknowledged, gain equal rights and equal access to credit and technology, and have equal say in decision-making and policy processes.","26/01/2021","2021-01-26","2021","1","https://www.fao.org/flw-in-fish-value-chains/resources/articles/women-in-fisheries-as-agents-of-change-to-reduce-flw/en/","5"
"news","Equality & Empowerment","How Does Gender Influence Food Loss and Waste in Fish Value Chains?","Tackling gender inequality and its relationship with food loss in fish value chains is a development priority and requires a multi-stakeholder approach, involving small-scale value chain actors, development partners and all those who can make a difference","29/12/2020","2020-12-29","2020","12","https://www.fao.org/gender/news/news-detail/How-Does-Gender-Influence-Food-Loss-and-Waste-in-Fish-Value-Chains-/en","5"
"news","Agriculture & Livelihoods","Engaging young women and men in rural and agriculture development and resilience building in the face of COVID-19 and beyond","Empowering young women and men entails supporting youth-led and youth-serving organizations in their capacity to represent and engage young people while strengthening their social capital.","16/12/2020","2020-12-16","2020","12","https://www.fao.org/gender/news/news-detail/Engaging-young-women-and-men-in-rural-and-agriculture-development-and-resilience-building-in-the-face-of-COVID-19-and-beyond/en","5"
"news","Technology & Innovation","Transforming women’s lives in Côte d’Ivoire through adapted fish smoking technology","Women from other districts in Côte d’Ivoire, and even from neighbouring countries, have since come to learn about the group dynamics and operation of the techniques so they can use them too.","11/12/2020","2020-12-11","2020","12","https://www.fao.org/gender/news/news-detail/Transforming-women-s-lives-in-Côte-d-Ivoire-through-adapted-fish-smoking-technology/en","5"
"news","Agriculture & Livelihoods","Reducing poverty among rural youth and women in Ethiopia","“More than the money I am making, I am happy to be working on my own small livestock business which I can develop into something big,” he said.","11/12/2020","2020-12-11","2020","12","https://www.fao.org/gender/news/news-detail/Reducing-poverty-among-rural-youth-and-women-in-Ethiopia/en","5"
"news","Equality & Empowerment","Food loss is a gender issue","Although one worker in two in fisheries and aquaculture is a woman, women are invisible in the industry and their work unrecognized and under-estimated.","11/12/2020","2020-12-11","2020","12","https://www.fao.org/africa/news-stories/news-detail/Food-loss-is-a-gender-issue/","5"
"news","Equality & Empowerment","A paradigm shift to achieve gender equality and food security","FAO, IFAD and WFP launch a Compendium of Good Practices on Gender Transformative Approaches for Food Security and Nutrition.","10/12/2020","2020-12-10","2020","12","https://www.fao.org/gender/news/news-detail/A-paradigm-shift-to-achieve-gender-equality-and-food-security/en","5"
"news","Equality & Empowerment","16-Days Activism against Gender-Based Violence in Merged Districts of Khyber Pakhtunkhwa, Pakistan","FAO in Pakistan is striving to reduce the inequality gap between rural women and men in access to productive resources, services and rural institutions.","10/12/2020","2020-12-10","2020","12","https://www.fao.org/gender/news/news-detail/16-Days-Activism-against-Gender-Based-Violence-in-Merged-Districts-of-Khyber-Pakhtunkhwa-Pakistan/en","5"
"news","Equality & Empowerment","At FAO’s virtual tea, Female World Activists raise voice in unison against Gender-based Violence","The last of this year’s VirtualiTeas, a series of events organized by FAO’s Women Committee, was held in support of the 16 Days of Activism against Gender-Based Violence.","07/12/2020","2020-12-07","2020","12","https://www.fao.org/gender/news/news-detail/At-FAO-s-virtual-tea-Female-World-Activists-raise-voice-in-unison-against-Gender-based-Violence/en","5"
"news","Equality & Empowerment","Goodwill Ambassadors stand in solidarity with Gender-based Violence Survivors","Launched on International Day for the Elimination of Violence against Women, the video production was led by UN Women and WFP together with FAO, UNAIDS, UNFPA, UNODC, and WHO.","26/11/2020","2020-11-26","2020","11","https://egypt.iom.int/news/goodwill-ambassadors-stand-solidarity-gender-based-violence-survivors","5"
"news","Equality & Empowerment","FAO launches a grant competition to support women in Georgia","New grant programme will fund labour-saving agricultural machinery and equipment for women living in the Ateni, Plevi, Tvishi and Sori communities of Georgia.","24/11/2020","2020-11-24","2020","11","https://www.fao.org/gender/news/news-detail/FAO-launches-a-grant-competition-to-support-women-in-Georgia/en","5"
"news","Equality & Empowerment","Women sustaining forests in Uzbekistan","If forests are “dwindling”, how would the family survive on only a small, partial income from the sale of seedlings and fruit, and growing wheat and raising livestock?","23/11/2020","2020-11-23","2020","11","https://www.fao.org/europe/resources/stories/details/Women-sustaining-forests-in-Uzbekistan/en","5"
"news","Equality & Empowerment","#SheFeedstheWorld – Gender Equality and Women’s Empowerment for a Food Secure World","As COVID-19 exposed the vulnerability in our food system, this briefing underscored why empowering women and closing the gender gap is central to addressing global food security and why women need to be at the center of COVID-19 response efforts.","19/11/2020","2020-11-19","2020","11","https://www.fao.org/gender/news/news-detail/-SheFeedstheWorld-Gender-Equality-and-Women-s-Empowerment-for-a-Food-Secure-World/en","5"
"news","Equality & Empowerment","Transformative approaches to advance gender equality for food security and nutrition","In marking International Day of Rural Women, FAO, IFAD and WFP organized a virtual event attended by nearly 300 participants who tuned in from the four corners of the globe.","11/11/2020","2020-11-11","2020","11","https://www.fao.org/gender/news/news-detail/Transformative-approaches-to-advance-gender-equality-for-food-security-and-nutrition/en","5"
"news","Health","Webinar on “Addressing gender impacts of COVID-19: Experiences from Pakistan”","The COVID-19 pandemic calls for an instant synchronized, people-centered and gender-sensitive response.","04/11/2020","2020-11-04","2020","11","https://www.fao.org/gender/news/news-detail/-Webinar-on-Addressing-gender-impacts-of-COVID-19-Experiences-from-Pakistan-/en","5"
"news","Equality & Empowerment","Empowering women to leave no one behind","Improving women's status and harnessing their potential as ""food heroes"" will be critical to ending hunger in Africa, the report argues.","28/10/2020","2020-10-28","2020","10","https://www.fao.org/africa/news-stories/news-detail/Empowering-women-to-leave-no-one-behind-/en","6"
"news","Agriculture & Livelihoods","We stand with rural women for sustainable agriculture and development","On the International Day of Rural Women, FAO urges the recognition of women’s significant role in enhancing agricultural and rural development, improving food security, and eradicating rural poverty.","15/10/2020","2020-10-15","2020","10","https://www.fao.org/europe/resources/stories/details/We-stand-with-rural-women-for-sustainable-agriculture-and-development/en","6"
"news","Equality & Empowerment","Meet the women revolutionising Peru’s fishing sector","For Marisol, the success of their female-led business is more than just economic.","15/10/2020","2020-10-15","2020","10","https://www.fao.org/newsroom/story/Meet-the-women-revolutionising-Peru-s-fishing-sector/en","6"
"news","Equality & Empowerment","Make a difference for rural women and girls","This year’s International Day of Rural Women theme is “Building rural women’s resilience in the wake of COVID-19”.","14/10/2020","2020-10-14","2020","10","https://www.fao.org/africa/news-stories/news-detail/Make-a-difference-for-rural-women-and-girls/en","6"
"news","Agriculture & Livelihoods","How Gail Taylor is leading the way to urban farming in Washington, DC","This food hero is promoting pathways for people to have access to public and private lands to grow food to nourish people in urban areas, while shortening the distance from farm to fork","06/10/2020","2020-10-06","2020","10","https://www.fao.org/north-america/news/details/-FoodHeroes-Returning-to-the-land-How-Gail-Taylor-is-leading-the-way-to-urban-farming-in-Washington-DC/en","6"
"news","Equality & Empowerment","“Autonomy, empowerment and independence don’t come overnight”","KWDT encourages the local women to form groups, as a way of strengthening women’s voices and helping protect them from violence.","02/10/2020","2020-10-02","2020","10","https://www.fao.org/newsroom/story/-Autonomy-empowerment-and-independence-don-t-come-overnight-/en","6"
"news","Equality & Empowerment","Arab women and girls win three prizes for “Designing the Best Mobile Application for Empowering Rural Women in the Arab Region” competition","In agreement with the FAO, the organization designed an electronic application for evaluating the presented prototypes.","30/09/2020","2020-09-30","2020","9","https://www.fao.org/gender/news/news-detail/Arab-women-and-girls-win-three-prizes-for-Designing-the-Best-Mobile-Application-for-Empowering-Rural-Women-in-the-Arab-Region-competition/en","6"
"news","General","How an unassuming young woman from Guatemala became a local food hero","In a short period of time, Maria Rebeca has gone from a shy young girl to a local food hero.","23/09/2020","2020-09-23","2020","9","https://www.fao.org/newsroom/story/How-an-unassuming-young-woman-from-Guatemala-became-a-local-food-hero/en","6"
"news","General","Homegrown food. Homegrown heroes.","Nisansala and Sumith now happily give advice to neighbouring families who want to set up their own home gardens.","16/09/2020","2020-09-16","2020","9","https://www.fao.org/newsroom/story/Homegrown-food-Homegrown-heroes-/en","6"
"news","Equality & Empowerment","Georgian vegetable producers prove that kindness is contagious","“These women and their families have had a hard time, and I can afford to go without this profit for several months,"" she explains.","09/09/2020","2020-09-09","2020","9","https://www.fao.org/investment-centre/latest/news/detail/Georgian-vegetable-producers-prove-that-kindness-is-contagious/en","6"
"news","General","Returning to South Sudan to help build a better future for her country","In South Sudan, FAO’s core goal is to tackle the root causes of food insecurity. Through her work, despite challenging circumstances, Ritah is helping achieve this goal, one day at a time.","18/08/2020","2020-08-18","2020","8","https://www.fao.org/newsroom/story/Returning-to-South-Sudan-to-help-build-a-better-future-for-her-country/en","6"
"news","Health","Parliamentarians gather for virtual dialogue on COVID-19 responses","Welcoming the participants to the discussion, Marcela Villareal, Director of Partnerships at FAO, emphasized the importance of parliamentarians as key development actors.","25/06/2020","2020-06-25","2020","6","https://www.fao.org/gender/news/news-detail/Parliamentarians-gather-for-virtual-dialogue-on-COVID-19-responses/en","6"
"news","General","Breaking with Tradition","Pineapples prove a novel source of income for this Malawian community","25/06/2020","2020-06-25","2020","6","https://www.fao.org/newsroom/story/Breaking-with-tradition/en","6"
"news","Food Security & Nutrition","Women are key for sustainable food systems and eliminating hunger and malnutrition","Gender equality and women’s empowerment play a central role in achieving food security and improved nutrition.","16/06/2020","2020-06-16","2020","6","https://www.fao.org/north-america/news/details/Women-are-key-for-sustainable-food-systems-and-eliminating-hunger-and-malnutrition/en","6"
"news","Agriculture & Livelihoods","Growing productivity for Georgia’s women farmers","Enhancing livelihoods of rural population, particularly of women, is part of the FAO-EU support to the Ministry of Environmental Protection and Agriculture of Georgia in the implementation of the gender inclusive National Strategy for Agricultural Extensi","12/06/2020","2020-06-12","2020","6","https://www.fao.org/europe/resources/stories/details/Growing-productivity-for-Georgia-s-women-farmers/en","6"
"news","Agriculture & Livelihoods","Caribbean women speak up for positive change in food security and agriculture","All participants agreed that as governments develop longer-term economic stimulus packages to help societies recover from the pandemic.","12/05/2020","2020-05-12","2020","5","https://www.fao.org/new-york/news/news-detail/Caribbean-women-speak-up-for-positive-change-in-food-security-and-agriculture/en","6"
"news","Equality & Empowerment","She Leads in Crisis: Supporting Women’s Leadership and Resilience","Vimlendra Sharan, Director of FAO North America, provided a thorough overview of FAO’s work around the world to achieve Zero Hunger, as well as the Sustainable Development Goals.","26/03/2020","2020-03-26","2020","3","https://www.fao.org/gender/news/news-detail/She-Leads-in-Crisis-Supporting-Women-s-Leadership-and-Resilience/en","6"
"news","Equality & Empowerment","Securing sustainable food systems hinges on gender equality","FAO, IFAD and WFP mark International Women’s Day. Events marking this year's IWD present opportunities to mobilize global action to achieve gender equality...","06/03/2020","2020-03-06","2020","3","https://www.fao.org/newsroom/detail/Securing-sustainable-food-systems-hinges-on-gender-equality/en","6"
"news","Equality & Empowerment","FAO stands with Generation Equality to oppose rape","FAO is taking a stand against sexual and gender-based violence by participating in the UN Secretary-General’s campaign: UNiTE by 2030 to End Violence against Women.","25/11/2019","2019-11-25","2019","11","https://www.fao.org/gender/news/news-detail/FAO-stands-with-Generation-Equality-to-oppose-rape/en","6"
"news","Agriculture & Livelihoods","FAO’s fresh food distributions boost market access for dry season farmers in northeastern Nigeria","In the forthcoming rainy season, FAO aims to assist about 92 000 households with crop seed and fertilizer delivered through direct distributions, as well as through seed fairs where farmers can obtain their ‘seed of choice’ from FAO-supported vendors.","05/06/2019","2019-06-05","2019","6","https://www.fao.org/gender/news/news-detail/FAO-s-fresh-food-distributions-boost-market-access-for-dry-season-farmers-in-northeastern-Nigeria/en","6"
"news","Agriculture & Livelihoods","Schoolchildren in the Syrian Arab Republic change attitudes on healthy diets and growing food","In the Syrian Arab Republic, where agriculture is the largest sector of the economy, schoolchildren learn about agricultural practices, various types of food, the importance of healthy diets and the nutritional value of food as part of their curriculum","13/05/2019","2019-05-13","2019","5","https://www.fao.org/gender/news/news-detail/Schoolchildren-in-the-Syrian-Arab-Republic-change-attitudes-on-healthy-diets-and-growing-food/en","7"
"news","Equality & Empowerment","UN food agencies step up joint efforts to tackle rural gender inequalities","New EU-funded FAO, IFAD and WFP initiative seeks to empower rural women and men for food security and better nutrition.","08/05/2019","2019-05-08","2019","5","https://www.fao.org/gender/news/news-detail/UN-food-agencies-step-up-joint-efforts-to-tackle-rural-gender-inequalities/en","7"
"news","Agriculture & Livelihoods","A fresh supply of eggs is boosting incomes and nutrition in northeastern Nigeria","FAO’s poultry intervention builds on other support services and agri-inputs the agency provides to households affected by the crisis in the North East.","16/04/2019","2019-04-16","2019","4","https://www.fao.org/gender/news/news-detail/A-fresh-supply-of-eggs-is-boosting-incomes-and-nutrition-in-northeastern-Nigeria/en","7"
"news","Food Security & Nutrition","Communities affected by drought in Afghanistan are struggling with hunger","This past winter season, Afghanistan experienced better precipitation over the last three years. However, reports suggest that many parts of the country will be hit by flooding and landslides, which will increase the number of people in need.","27/03/2019","2019-03-27","2019","3","https://www.fao.org/gender/news/news-detail/Communities-affected-by-drought-in-Afghanistan-are-struggling-with-hunger/en","7"
"news","Equality & Empowerment","Building smart solutions to advance equal opportunities for women and girls","“Think equal, build smart, innovate for change” is this year's theme for International Women’s Day.","08/03/2019","2019-03-08","2019","3","https://www.fao.org/gender/news/news-detail/Building-smart-solutions-to-advance-equal-opportunities-for-women-and-girls/en","7"
"news","Technology & Innovation","Afikepo makes strides in improving nutrition in Nkhotakota District of Malawi","Afikepo, a five-year nutrition programme funded by the European Union, aims to enhance nutrition security in Malawi.","12/12/2018","2018-12-12","2018","12","https://www.fao.org/gender/news/news-detail/Afikepo-makes-strides-in-improving-nutrition-in-Nkhotakota-District-of-Malawi/en","7"
"news","Equality & Empowerment","Women's empowerment for food security and nutrition for all: evidence from joint UN work","Measuring the impact and results of a multiagency programme on rural women’s economic empowerment.","06/12/2018","2018-12-06","2018","12","https://www.fao.org/gender/news/news-detail/Women's-empowerment-for-food-security-and-nutrition-for-all-evidence-from-joint-UN-work/en","7"
"news","Equality & Empowerment","Rural women and youth are key to tackling links between violence and hunger","FAO Director-General José Graziano da Silva and Nobel Laureate Muhammad Yunus discuss ways to address violence and hunger.","03/10/2018","2018-10-03","2018","10","https://www.fao.org/gender/news/news-detail/Rural-women-and-youth-are-key-to-tackling-links-between-violence-and-hunger/en","7"
"news","Agriculture & Livelihoods","Gender gaps in African agriculture are holding back progress","African Union and FAO call for greater support to rural women as agents of change to end hunger.","27/09/2018","2018-09-27","2018","9","https://www.fao.org/gender/news/news-detail/Gender-gaps-in-African-agriculture-are-holding-back-progress/en","7"
"news","Agriculture & Livelihoods","In a Kenyan refugee camp, farming is the path to self-sufficiency","Sarah Sikatenda, a refugee from Democratic Republic of Congo, now farms to feed her family and build a future.","19/09/2018","2018-09-19","2018","9","https://www.fao.org/gender/news/news-detail/In-a-Kenyan-refugee-camp-farming-is-the-path-to-self-sufficiency/en","7"
"news","Equality & Empowerment","A violet chair to give indigenous women a seat at the table","Campaign to promote indigenous women’s rights and role in policy discussions for Zero Hunger","08/08/2018","2018-08-08","2018","8","https://www.fao.org/gender/news/news-detail/A-violet-chair-to-give-indigenous-women-a-seat-at-the-table/en","7"
"news","Equality & Empowerment","FAO launches campaign to empower indigenous women in Asia and Pacific","Asia is home to the largest number of indigenous peoples on Earth, with an estimated 260 million of a total of 370 million original inhabitants worldwide.","03/05/2018","2018-05-03","2018","5","https://www.fao.org/gender/news/news-detail/FAO-launches-campaign-to-empower-indigenous-women-in-Asia-and-Pacific/en","7"
"news","Equality & Empowerment","Rural women in Kyrgyzstan receive assistance from Swedish funds","A programme that helps rural women in Kyrgyzstan gain access to new economic opportunities has received significant financial support from the Swedish government.","03/04/2018","2018-04-03","2018","4","https://www.fao.org/gender/news/news-detail/Rural-women-in-Kyrgyzstan-receive-assistance-from-Swedish-funds/en","7"
"news","Equality & Empowerment","Asia-Pacific countries commit to empower rural women and girls at high-level UN forum","Ministers and senior government representatives from Asia and the Pacific have committed to ensuring greater empowerment of rural women and girls to improve their standard of living, food security and livelihoods.","16/03/2018","2018-03-16","2018","3","https://www.fao.org/gender/news/news-detail/Asia-Pacific-countries-commit-to-empower-rural-women-and-girls-at-high-level-UN-forum/en","7"
"news","Equality & Empowerment","Technology can be key to empowering rural women","While the digital revolution is reaching rural areas in many developing countries, the rural digital divide continues to present considerable challenges. The problem is even more acute for women, who face a triple divide: digital, rural, and gender.","08/03/2018","2018-03-08","2018","3","https://www.fao.org/gender/news/news-detail/Technology-can-be-key-to-empowering-rural-women/en","7"
"news","Equality & Empowerment","Information and communications technologies are essential to the empowerment and success of poor rural women","This International Women's Day, UN agencies in Rome will focus discussions on the role of information and communications technologies (ICTs) in supporting rural women's economic empowerment, voice and status.","07/03/2018","2018-03-07","2018","3","https://www.fao.org/gender/news/news-detail/Information-and-communications-technologies-are-essential-to-the-empowerment-and-success-of-poor-rural-women/en","7"
"news","Equality & Empowerment","Sweden strengthens partnership to accelerate economic empowerment for rural women","“Sweden is happy to continue supporting a programme that has shown promising results and hopes that these new funds will convince other donors to join the partnership.”","05/03/2018","2018-03-05","2018","3","https://www.fao.org/gender/news/news-detail/Sweden-strengthens-partnership-to-accelerate-economic-empowerment-for-rural-women-/en","7"
"news","Equality & Empowerment","Rural women as agents of change in migration","Six out of ten international migrants reside in Asia and Europe, and a large share of them are from rural areas. Often, when these migrants settle into urban areas and find work, they send money back home to the families they’ve left behind.","02/03/2018","2018-03-02","2018","3","https://www.fao.org/gender/news/news-detail/Rural-women-as-agents-of-change-in-migration/en","7"
"news","Equality & Empowerment","New fish smoking ovens launched in Asia","The traditional method of fish-smoking in the small fishing community of Unnichchai, in eastern Sri Lanka sees women spending many hours tending to fish laid out on mesh over smoking coals. Health hazards from smoke inhalation are high, while the output f","04/12/2017","2017-12-04","2017","12","https://www.fao.org/gender/news/news-detail/New-fish-smoking-ovens-launched-in-Asia-en/en","7"
"news","Equality & Empowerment","Recognizing women’s role in managing Kosovo’s forests","A new FAO report highlights the importance of women's involvement in forest work, and calls for their interests to be better considered at both national and municipal levels.","29/11/2017","2017-11-29","2017","11","https://www.fao.org/gender/news/news-detail/Recognizing-women-s-role-in-managing-Kosovo-s-forests/en","8"
"news","Agriculture & Livelihoods","Bringing youth back to agriculture in Southern Africa","FAO is seeking innovative ways to make the agricultural value chain more attractive to youth, thereby curtailing ‘distress migration’ and helping to provide decent employment and improved livelihoods across the continent.","29/11/2017","2017-11-29","2017","11","https://www.fao.org/gender/news/news-detail/Bringing-youth-back-to-agriculture-in-Southern-Africa/en","7"
"news","Equality & Empowerment","Gender-based violence affects food security and nutrition","Interview with FAO’s Deputy Director-General, Daniel Gustafson","27/11/2017","2017-11-27","2017","11","https://www.fao.org/gender/news/news-detail/Gender-based-violence-affects-food-security-and-nutrition/en","8"
"news","Equality & Empowerment","Women's empowerment is key to fighting hunger and poverty","FAO and the African Union (AU) Commission convened a three-day Africa-wide consultative meeting on rural women and gender in the context of the AU Agenda 2063.","31/10/2017","2017-10-31","2017","10","https://www.fao.org/gender/news/news-detail/Women's-empowerment-is-key-to-fighting-hunger-and-poverty/en","8"
"news","Technology & Innovation","New FAO-World Bank programme to scale up assistance for women, men and families in Yemen","The $36 million joint project aims at providing immediate assistance to over 630,000 poor and food-insecure people in Yemen — more than 30 percent of whom are women — as well as increasing longer term agricultural resilience in the conflict-ridden country","17/10/2017","2017-10-17","2017","10","https://www.fao.org/gender/news/news-detail/New-FAO-World-Bank-programme-to-scale-up-assistance-for-women-men-and-families-in-Yemen/en","8"
"news","Agriculture & Livelihoods","Countries in Southern Africa seek innovative ways to involve youth in agriculture","Africa is the world’s youngest continent, with almost 200 million people aged between 15 and 24. The potential of this demographic to transform agriculture was a key theme in a meeting held earlier this month in Harare, Zimbabwe.","16/10/2017","2017-10-16","2017","10","https://www.fao.org/gender/news/news-detail/Countries-in-Southern-Africa-seek-innovative-ways-to-involve-youth-in-agriculture/en","8"
"news","Agriculture & Livelihoods","Farming and rural non-farm activities can provide solutions to rising youth unemployment in Africa","Although ten to 12 million young people join the labor force in Africa each year, only around three million jobs are created annually.","12/10/2017","2017-10-12","2017","10","https://www.fao.org/gender/news/news-detail/Farming-and-rural-non-farm-activities-can-provide-solutions-to-rising-youth-unemployment-in-Africa/en","8"
"news","Equality & Empowerment","New FAO data highlights gender gap in food insecurity across regions","Women are more likely to be food insecure than men in every region of the world, according to FAO’s latest report on the State of Food Security and Nutrition in the World 2017.","25/09/2017","2017-09-25","2017","9","https://www.fao.org/gender/news/news-detail/New-FAO-data-highlights-gender-gap-in-food-insecurity-across-regions/en","8"
"news","Equality & Empowerment","Leaving no one behind: FAO special event highlights rural women’s role in achieving global food and nutrition security","Gender equality and women’s empowerment is central to FAO’s work in eradicating hunger and poverty, as it is to the entire 2030 Agenda. This was a key message among several discussed at the recent Special Event on “Leaving no one behind: Achieving gender","17/07/2017","2017-07-17","2017","7","https://www.fao.org/gender/news/news-detail/Leaving-no-one-behind-FAO-special-event-highlights-rural-women-s-role-in-achieving-global-food-and-nutrition-security/en","8"
"news","Equality & Empowerment","FAO Director-General urges countries to recognize the vital role of rural women in freeing the world from hunger and poverty","A special event looks into ways to achieve gender equality for food security, nutrition and sustainable development.","05/07/2017","2017-07-05","2017","7","https://www.fao.org/gender/news/news-detail/FAO-Director-General-urges-countries-to-recognize-the-vital-role-of-rural-women-in-freeing-the-world-from-hunger-and-poverty/en","8"
"news","Agriculture & Livelihoods","UN report finds gender inequalities persisting in rural Armenia","More than 40 percent of economically active women in Armenia are employed in agriculture, compared to about 30 percent of men.","19/06/2017","2017-06-19","2017","6","https://www.fao.org/gender/news/news-detail/UN-report-finds-gender-inequalities-persisting-in-rural-Armenia/en","8"
"news","Agriculture & Livelihoods","The Sustainable Healthy Schools Programme is launched in Chiquimula","The rural school Escuela Oficial Rural Mixta “Los Vados” is the first of twelve that will implement the sustainable healthy school model in the department of Chiquimula.","19/06/2017","2017-06-19","2017","6","https://www.fao.org/gender/news/news-detail/The-Sustainable-Healthy-Schools-Programme-is-launched-in-Chiquimula/en","8"
"news","Equality & Empowerment","Notimex joins the #MujeresRurales, mujeres con derechos campaign (#RuralWomen, women with rights)","Notimex will produce and disseminate news content to raise awareness about rural women's key role in achieving sustainable development.","19/06/2017","2017-06-19","2017","6","https://www.fao.org/gender/news/news-detail/Notimex-joins-the-MujeresRurales-mujeres-con-derechos-campaign-(-RuralWomen-women-with-rights)/en","8"
"news","Equality & Empowerment","FAO delivers message of solidarity at ECOWAS ministerial session on gender equality","A strong call to ECOWAS member countries to empower women in agriculture.","21/04/2017","2017-04-21","2017","4","https://www.fao.org/gender/news/news-detail/FAO-delivers-message-of-solidarity-at-ECOWAS-ministerial-session-on-gender-equality/en","8"
"news","Equality & Empowerment","FAO contributes to dialogue on women’s empowerment","A Gambian side-event at CSW61 called for reliable data and information for the elaboration of gender responsive policies.","04/04/2017","2017-04-04","2017","4","https://www.fao.org/gender/news/news-detail/FAO-contributes-to-dialogue-on-women-s-empowerment/en","8"
"news","Agriculture & Livelihoods","Striving to leave no one behind: FAO kicks off 2017 Commission on Status of Women with three side events on empowering rural women","The Food and Agriculture Organization of the United Nations (FAO) contributed prominently to the sixty-first session of the Commission on the Status of Women (CSW61) with three side events on 13 March, the opening day of the two-week session.","22/03/2017","2017-03-22","2017","3","https://www.fao.org/gender/news/news-detail/Striving-to-leave-no-one-behind-FAO-kicks-off-2017-Commission-on-Status-of-Women-with-three-side-events-on-empowering-rural-women/en","8"
"news","Food Security & Nutrition","Reaffirmed commitment towards implementing anti-discrimination treaty for women","Continuing the strong momentum from three side events on the opening day of the sixty-first session of the Commission on the Status of Women (CSW61), another side event on “Empowering rural and indigenous women to achieve food security and nutrition” took","22/03/2017","2017-03-22","2017","3","https://www.fao.org/gender/news/news-detail/Reaffirmed-commitment-towards-implementing-anti-discrimination-treaty-for-women/en","8"
"news","Equality & Empowerment","Enhancing social protection as a critical component of reducing rural poverty and gender inequality","“Social protection can be a powerful tool to break the negative spiral of gender inequalities,” said Ms. Carla Mucavi, Director of the FAO Liaison Office to the United Nations in New York in her remarks at a side event during the sixty-first session of","22/03/2017","2017-03-22","2017","3","https://www.fao.org/gender/news/news-detail/Enhancing-social-protection-as-a-critical-component-of-reducing-rural-poverty-and-gender-inequality/en","8"
"news","Equality & Empowerment","Women in Latin America and the Caribbean face greater poverty and obesity compared to men","In Latin America, 40% of rural women over the age of 15 do not have their own income, although they work on a daily basis, unpaid. In addition, rural women in the region only have a fraction of the land, credit, productive inputs and education that men do","20/03/2017","2017-03-20","2017","3","https://www.fao.org/gender/news/news-detail/Women-in-Latin-America-and-the-Caribbean-face-greater-poverty-and-obesity-compared-to-men/en","8"
